book_title, book_reference, author_names, avg_rating, num_ratings, year_published 
The Power of Intention: Learning to Co-create Your World Your Way (Paperback),/book/show/19793.The_Power_of_Intention,Wayne W. Dyer,4.2,27797,2004
Good to Great: Why Some Companies Make the Leap... and Others Don't (Hardcover),/book/show/76865.Good_to_Great,James C. Collins,4.11,129787,2001
The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss; Incredible Sex; and Becoming Superhuman (Hardcover),/book/show/7148931-the-4-hour-body,Timothy Ferriss,3.76,28817,2000
Difficult Conversations: How to Discuss What Matters Most (Paperback),/book/show/774088.Difficult_Conversations,Douglas Stone,4.1,11983,1999
How to Be a Bawse: A Guide to Conquering Life (Hardcover),/book/show/31202835-how-to-be-a-bawse,Lilly Singh,4.04,14413,2017
What I Know for Sure (Hardcover),/book/show/21531503-what-i-know-for-sure,Oprah Winfrey,4.17,28092,2014
What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People (Paperback),/book/show/1173576.What_Every_Body_is_Saying,Joe Navarro,3.92,20677,2008
Psycho-Cybernetics; A New Way to Get More Living Out of Life (Mass Market Paperback),/book/show/155981.Psycho_Cybernetics_A_New_Way_to_Get_More_Living_Out_of_Life,Maxwell Maltz,4.23,15395,1960
I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works (Paperback),/book/show/40591670-i-will-teach-you-to-be-rich,Ramit Sethi,4.12,24513,2009
The 10x Rule: The Only Difference Between Success and Failure (Hardcover),/book/show/10339170-the-10x-rule,Grant Cardone,4.02,14467,2011
Chicken Soup for the Soul (Paperback),/book/show/801178.Chicken_Soup_for_the_Soul,Jack Canfield,3.96,35917,1993
Manage Your Day-to-Day: Build Your Routine; Find Your Focus; and Sharpen Your Creative Mind (Paperback),/book/show/17606014-manage-your-day-to-day,Jocelyn K. Glei,3.92,18849,2013
Come as You Are: The Surprising New Science that Will Transform Your Sex Life (Paperback),/book/show/22609341-come-as-you-are,Emily Nagoski,4.29,15163,2015
The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women; Work; and Sexual Desire (Paperback),/book/show/79424.The_Way_of_the_Superior_Man,David Deida,4.08,15305,1997
The Daily Stoic: 366 Meditations for Clarity; Effectiveness; and Serenity (Hardcover),/book/show/29093292-the-daily-stoic,Ryan Holiday,4.27,14372,2016
Originals: How Non-Conformists Move the World (Hardcover),/book/show/25614523-originals,Adam M. Grant,3.96,34104,2016
Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth (Hardcover),/book/show/785092.Secrets_of_the_Millionaire_Mind,T. Harv Eker,4.2,43178,2005
Indistractable: How to Control Your Attention and Choose Your Life (Hardcover),/book/show/44595007-indistractable,Nir Eyal,3.8,7362,2019
The Road Back to You: An Enneagram Journey to Self-Discovery (Hardcover),/book/show/28268515-the-road-back-to-you,Ian Morgan Cron,4.27,27974,2016
No More Mr. Nice Guy (Hardcover),/book/show/97642.No_More_Mr_Nice_Guy,Robert A. Glover,4.06,10873,2000
The Miracle of Mindfulness: An Introduction to the Practice of Meditation (Paperback),/book/show/95747.The_Miracle_of_Mindfulness,Thich Nhat Hanh,4.23,23265,1975
The 8th Habit: From Effectiveness to Greatness (Paperback),/book/show/1044141.The_8th_Habit,Stephen R. Covey,4.04,18588,2004
Mastery: The Keys to Success and Long-Term Fulfillment (Paperback),/book/show/81940.Mastery,George Leonard,4.18,6448,1991
The Science of Getting Rich (Paperback),/book/show/342504.The_Science_of_Getting_Rich,Wallace D. Wattles,4.18,31208,1910
The One Minute Manager (Hardcover),/book/show/763362.The_One_Minute_Manager,Kenneth H. Blanchard,3.92,101055,1981
Practicing the Power of Now: Essential Teachings; Meditations; and Exercises from the Power of Now (Hardcover),/book/show/6709.Practicing_the_Power_of_Now,Eckhart Tolle,4.25,37799,1999
#Girlboss (Hardcover),/book/show/18667945-girlboss,Sophia Amoruso,3.68,66173,2014
Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions (Hardcover),/book/show/34921573-lost-connections,Johann Hari,4.31,16736,2018
Brain Rules: 12 Principles for Surviving and Thriving at Work; Home; and School (Hardcover),/book/show/2251306.Brain_Rules,John Medina,4.03,29703,2008
Adult Children of Emotionally Immature Parents (Paperback),/book/show/23129659-adult-children-of-emotionally-immature-parents,Lindsay C. Gibson,4.43,5433,2015
Linchpin: Are You Indispensable? (Hardcover),/book/show/7155145-linchpin,Seth Godin,3.84,39379,2010
The Power of Full Engagement: Managing Energy; Not Time; Is the Key to High Performance and Personal Renewal (Paperback),/book/show/68985.The_Power_of_Full_Engagement,Jim Loehr,4.04,12219,2003
Breaking The Habit of Being Yourself: How to Lose Your Mind and Create a New One (Hardcover),/book/show/12951631-breaking-the-habit-of-being-yourself,Joe Dispenza,4.18,7958,2012
The Magic (The Secret; #3),/book/show/13237327-the-magic,Rhonda Byrne,4.13,14796,2012
How to Do Nothing: Resisting the Attention Economy (Hardcover),/book/show/42771901-how-to-do-nothing,Jenny Odell,3.83,17280,2019
Tribe of Mentors: Short Life Advice from the Best in the World (Kindle Edition),/book/show/36200111-tribe-of-mentors,Timothy Ferriss,4.15,9619,2017
Love Yourself Like Your Life Depends on It (Paperback),/book/show/15704926-love-yourself-like-your-life-depends-on-it,Kamal Ravikant,3.95,10243,2012
Do the Work (Audio CD),/book/show/10645233-do-the-work,Steven Pressfield,4.02,15728,2011
The Tao of Pooh (Paperback),/book/show/48757.The_Tao_of_Pooh,Benjamin Hoff,3.99,100466,1982
The Headspace Guide to Meditation & Mindfulness (Paperback),/book/show/27414493-the-headspace-guide-to-meditation-mindfulness,Andy Puddicombe,4.08,7808,2011
Make It Stick: The Science of Successful Learning (Hardcover),/book/show/18770267-make-it-stick,Peter C. Brown,4.23,10067,2014
Full Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress; Pain; and Illness (Kindle Edition),/book/show/41016873-full-catastrophe-living,Jon Kabat-Zinn,4.18,10983,1990
The Happiness Equation: Want Nothing + Do Anything = Have Everything (Hardcover),/book/show/22571656-the-happiness-equation,Neil Pasricha,3.94,5793,2015
Your Erroneous Zones (Paperback),/book/show/357886.Your_Erroneous_Zones,Wayne W. Dyer,4.07,11260,1976
Outer Order; Inner Calm: Declutter & Organize to Make More Room for Happiness (Hardcover),/book/show/39901314-outer-order-inner-calm,Gretchen Rubin,3.5,9273,2019
Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,/book/show/31706504-barking-up-the-wrong-tree,Eric Barker,4.19,9601,2017
Your Money or Your Life (Paperback),/book/show/78428.Your_Money_or_Your_Life,Vicki Robin,4.07,17233,1992
Decisive: How to Make Better Choices in Life and Work (Hardcover),/book/show/15798078-decisive,Chip Heath,4,12790,2013
The Creative Habit: Learn It and Use It for Life (Paperback),/book/show/254799.The_Creative_Habit,Twyla Tharp,4.05,28012,2003
Zero to One: Notes on Startups; or How to Build the Future (Hardcover),/book/show/18050143-zero-to-one,Peter Thiel,4.17,183907,2014
The Universe Has Your Back: Transform Fear to Faith (Hardcover),/book/show/28956892-the-universe-has-your-back,Gabrielle Bernstein,4.04,12291,2016
Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered (Paperback),/book/show/18290401-show-your-work,Austin Kleon,4.1,23842,2014
The Mindful Way through Depression: Freeing Yourself from Chronic Unhappiness (Paperback),/book/show/112588.The_Mindful_Way_through_Depression,J. Mark G. Williams,4.07,6672,2007
Stillness Is the Key (Hardcover),/book/show/43582733-stillness-is-the-key,Ryan Holiday,4.26,11764,2019
Change Your Brain; Change Your Life: The Breakthrough Program for Conquering Anxiety; Depression; Obsessiveness; Anger; and Impulsiveness (Paperback),/book/show/51373.Change_Your_Brain_Change_Your_Life,Daniel G. Amen,3.99,9226,1998
"A Return to Love: Reflections on the Principles of ""A Course in Miracles"" (Paperback)",/book/show/845977.A_Return_to_Love,Marianne Williamson,4.28,27227,1992
The Art of Seduction (Paperback),/book/show/20995.The_Art_of_Seduction,Robert Greene,4.05,18291,2001
Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life (Paperback),/book/show/582533.Creative_Visualization,Shakti Gawain,4.12,22091,1978
Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life (Paperback),/book/show/582533.Creative_Visualization,Shakti Gawain,4.12,22091,1978
Mindfulness: An Eight-Week Plan for Finding Peace in a Frantic World (Hardcover),/book/show/11350120-mindfulness,J. Mark G. Williams,3.98,10417,2007
Burnout: The Secret to Unlocking the Stress Cycle (Hardcover),/book/show/42397849-burnout,Emily Nagoski,3.97,6137,2019
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus; #1),/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,Robert M. Pirsig,3.77,197653,1974
What the Most Successful People Do Before Breakfast: A Short Guide to Making Over Your Mornings--and Life (Kindle Edition),/book/show/18634501-what-the-most-successful-people-do-before-breakfast,Laura Vanderkam,3.4,9509,2012
The Element: How Finding Your Passion Changes Everything (Hardcover),/book/show/4224060-the-element,Ken Robinson,3.89,14630,2009
The Crossroads of Should and Must: Find and Follow Your Passion (Hardcover),/book/show/22859551-the-crossroads-of-should-and-must,Elle Luna,4.02,8886,2015
This Is How: Proven Aid in Overcoming Shyness; Molestation; Fatness; Spinsterhood; Grief; Disease; Lushery; Decrepitude & More. For Young and Old Alike. (Hardcover),/book/show/13167087-this-is-how,Augusten Burroughs,3.69,11005,2012
The Art of Possibility (Paperback),/book/show/85697.The_Art_of_Possibility,Rosamund Stone Zander,4.03,7449,2000
A Guide to the Good Life: The Ancient Art of Stoic Joy (Hardcover),/book/show/5617966-a-guide-to-the-good-life,William B. Irvine,4.22,14584,2008
Simple Abundance:  A Daybook of Comfort and Joy (Hardcover),/book/show/748862.Simple_Abundance,Sarah Ban Breathnach,3.98,36510,1995
The Definitive Book of Body Language (Hardcover),/book/show/262731.The_Definitive_Book_of_Body_Language,Allan Pease,3.98,22205,2004
High Performance Habits: How Extraordinary People Become That Way (Hardcover),/book/show/30227731-high-performance-habits,Brendon Burchard,4.21,6316,2017
The Things You Can See Only When You Slow Down: Guidance on the Path to Mindfulness from a Spiritual Leader (Hardcover),/book/show/30780006-the-things-you-can-see-only-when-you-slow-down,Haemin Sunim,4.06,12393,2012
Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being; Wisdom; and Wonder (Hardcover),/book/show/18594634-thrive,Arianna Huffington,3.7,14410,2014
Way of the Peaceful Warrior: A Book That Changes Lives (Paperback),/book/show/2255.Way_of_the_Peaceful_Warrior,Dan Millman,4.13,45799,1980
The Places That Scare You: A Guide to Fearlessness in Difficult Times (Paperback),/book/show/136977.The_Places_That_Scare_You,Pema Ch\xc3\xb6dr\xc3\xb6n,4.27,14684,2001
Range: Why Generalists Triumph in a Specialized World (Hardcover),/book/show/41795733-range,David   Epstein,4.17,21747,2019
Make Time: How to Focus on What Matters Every Day (Hardcover),/book/show/37880811-make-time,Jake Knapp,4.13,6629,2018
Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari (Paperback),/book/show/289029.Who_Will_Cry_When_You_Die_Life_Lessons_from_the_Monk_Who_Sold_His_Ferrari,Robin S. Sharma,4,16804,1999
You Do You: How to Be Who You Are and Use What You've Got to Get What You Want (Hardcover),/book/show/35430922-you-do-you,Sarah Knight,3.67,4372,2017
The Big Leap: Conquer Your Hidden Fear and Take Life to the Next Level (hardcover),/book/show/6391876-the-big-leap,Gay Hendricks,4.06,8847,2009
Hold Me Tight: Seven Conversations for a Lifetime of Love (Hardcover),/book/show/2153780.Hold_Me_Tight,Sue Johnson,4.12,7836,2008
Leadership and Self-Deception: Getting Out of the Box (Paperback),/book/show/180463.Leadership_and_Self_Deception,The Arbinger Institute,4.14,24323,2000
Ask and It Is Given: Learning to Manifest Your Desires (Paperback),/book/show/244383.Ask_and_It_Is_Given,Esther Hicks,4.19,24353,2004
Waking Up: A Guide to Spirituality Without Religion (Hardcover),/book/show/18774981-waking-up,Sam Harris,3.92,31876,2014
Don't Overthink It: Make Easier Decisions; Stop Second-Guessing; and Bring More Joy to Your Life (Paperback),/book/show/46161166-don-t-overthink-it,Anne Bogel,4.07,3487,2020
168 Hours: You Have More Time Than You Think (Hardcover),/book/show/7847359-168-hours,Laura Vanderkam,3.66,6473,2010
59 Seconds: Think a Little; Change a Lot (Paperback),/book/show/6340948-59-seconds,Richard Wiseman,3.83,8661,2009
The Organized Mind: Thinking Straight in the Age of Information Overload (Hardcover),/book/show/18693669-the-organized-mind,Daniel J. Levitin,3.69,9382,2014
How to Talk So Kids Will Listen & Listen So Kids Will Talk (Paperback),/book/show/769016.How_to_Talk_So_Kids_Will_Listen_Listen_So_Kids_Will_Talk,Adele Faber,4.28,22261,1996
What to Expect When You're Expecting (Paperback),/book/show/174703.What_to_Expect_When_You_re_Expecting,Heidi Murkoff,3.78,46718,1969
Jonathan Livingston Seagull (Paperback),/book/show/71728.Jonathan_Livingston_Seagull,Richard Bach,3.84,200604,1970
Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment (Paperback),/book/show/28012.Authentic_Happiness,Martin E.P. Seligman,3.95,9616,2002
You Are a Badass Every Day: How to Keep Your Motivation Strong; Your Vibe High; and Your Quest for Transformation Unstoppable (Hardcover),/book/show/39881144-you-are-a-badass-every-day,Jen Sincero,3.86,5009,2018
Women; Food and God: An Unexpected Path to Almost Everything (Hardcover),/book/show/6758423-women-food-and-god,Geneen Roth,3.65,13887,2009
Bird by Bird: Some Instructions on Writing and Life (Paperback),/book/show/12543.Bird_by_Bird,Anne Lamott,4.23,77435,1994
Models: Attract Women Through Honesty (Paperback),/book/show/12633800-models,Mark Manson,4.38,9988,2011
Now; Discover Your Strengths (Hardcover),/book/show/56452.Now_Discover_Your_Strengths,Marcus Buckingham,3.98,24183,2001
Leaders Eat Last (Hardcover),/book/show/16144853-leaders-eat-last,Simon Sinek,4.14,28890,2013
The Art of Asking; or; How I Learned to Stop Worrying and Let People Help (Hardcover),/book/show/20980987-the-art-of-asking-or-how-i-learned-to-stop-worrying-and-let-people-hel,Amanda Palmer,3.97,31104,2014
The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You (Hardcover),/book/show/815716.The_21_Irrefutable_Laws_of_Leadership,John C. Maxwell,4.15,42277,1998
You Are Not So Smart: Why You Have Too Many Friends on Facebook; Why Your Memory Is Mostly Fiction; and 46 Other Ways You're Deluding Yourself (Hardcover),/book/show/11709037-you-are-not-so-smart,David McRaney,3.87,30228,2011
Talent is Overrated: What Really Separates World-Class Performers from Everybody Else (Hardcover),/book/show/4485966-talent-is-overrated,Geoff Colvin,3.97,16736,2008
I'm OK - You're OK (Paperback),/book/show/134353.I_m_OK_You_re_OK,Thomas A. Harris,3.75,16337,1967
The Joy of Less; A Minimalist Living Guide: How to Declutter; Organize; and Simplify Your Life (Kindle Edition),/book/show/8576972-the-joy-of-less-a-minimalist-living-guide,Francine Jay,3.8,9302,2010
On Writing: A Memoir of the Craft (Mass Market Paperback),/book/show/10569.On_Writing,Stephen King,4.33,220369,2000
I Could Do Anything If I Only Knew What It Was: How to Discover What You Really Want and How to Get It (Paperback),/book/show/192832.I_Could_Do_Anything_If_I_Only_Knew_What_It_Was,Barbara Sher,3.85,5681,1994
Intuitive Eating: A Revolutionary Program That Works (Paperback),/book/show/235869.Intuitive_Eating,Evelyn Tribole,4.25,8220,1995
F*ck Feelings: One Shrink's Practical Advice for Managing All Life's Impossible Problems (Hardcover),/book/show/23492600-f-ck-feelings,Michael I. Bennett,3.47,3989,2015
The Road to Character (Hardcover),/book/show/22551809-the-road-to-character,David  Brooks,3.66,19120,2015
Your Brain at Work: Strategies for Overcoming Distraction; Regaining Focus; and Working Smarter All Day Long (Hardcover),/book/show/6899290-your-brain-at-work,David Rock,4.13,8631,2009
The Wisdom of Insecurity: A Message for an Age of Anxiety (Paperback),/book/show/551520.The_Wisdom_of_Insecurity,Alan W. Watts,4.21,14302,1951
Factfulness: Ten Reasons We're Wrong About the World \xe2\x80\x93 and Why Things Are Better Than You Think (Hardcover),/book/show/34890015-factfulness,Hans Rosling,4.36,99292,2018
Outwitting the Devil: The Secret to Freedom and Success (Hardcover),/book/show/10713286-outwitting-the-devil,Napoleon Hill,4.34,8129,2011
Emotional Agility: Get Unstuck; Embrace Change; and Thrive in Work and Life (Hardcover),/book/show/27209485-emotional-agility,Susan  David,4.03,4985,2016
Choose Yourself: Be Happy; Make Millions; Live the Dream (Paperback),/book/show/17977529-choose-yourself,James Altucher,3.87,10771,2013
Mini Habits: Smaller Habits; Bigger Results (Mini Habits; #1),/book/show/20567918-mini-habits,Stephen Guise,4.08,4603,2013
The $100 Startup: Reinvent the Way You Make a Living; Do What You Love; and Create a New Future (Hardcover),/book/show/12605157-the-100-startup,Chris Guillebeau,3.86,50948,2012
How to Become a Straight-A Student (Paperback),/book/show/253203.How_to_Become_a_Straight_A_Student,Cal Newport,4.16,5880,2006
Getting the Love You Want : A Guide for Couples (Paperback),/book/show/46188.Getting_the_Love_You_Want_,Harville Hendrix,4.08,8073,2007
